province_name,topic_name,subtopic_name,cluster_group,subtopic_score
گیلان,معنویت و ارزش‌های دینی,سبک زندگی دینی,2,2.9348757
گیلان,زندگی خانوادگی,تشکیل خانواده,7,2.5633495
گیلان,زندگی خانوادگی,فرزندآوری,7,2.7067678
گیلان,زندگی خانوادگی,روابط خانوادگی,7,6.6842299
گیلان,زندگی خانوادگی,پایداری خانواده,7,24.839296
گیلان,مصرف فرهنگی و رسانه‌ای,سینما و تلویزیون,3,35.920216
گیلان,مصرف فرهنگی و رسانه‌ای,کتاب و مطبوعات,3,14.84595
گیلان,مصرف فرهنگی و رسانه‌ای,موسیقی و هنرهای تجسمی,3,21.082823
گیلان,مصرف فرهنگی و رسانه‌ای,مد و فراغت,3,18.054193
گیلان,همبستگی و سرمایه اجتماعی,اعتماد و روابط اجتماعی,5,56.136333
گیلان,همبستگی و سرمایه اجتماعی,هنجارها و سلامت نهادی,5,.9337213
گیلان,همبستگی و سرمایه اجتماعی,مشارکت و کنش جمعی,5,26.463434
گیلان,همبستگی و سرمایه اجتماعی,تعلق ملی,5,12.632855
گیلان,دانش و سرمایه انسانی,عدالت آموزشی,5,15.900968
گیلان,دانش و سرمایه انسانی,فراگیری آموزش,5,19.818352
گیلان,دانش و سرمایه انسانی,کیفیت آموزشی,5,1.8490069
گیلان,معیشت و فرهنگ اقتصادی,الگوی مصرف,1,21.063877
گیلان,معیشت و فرهنگ اقتصادی,بازار کار و اشتغال,1,44.662685
گیلان,معیشت و فرهنگ اقتصادی,فرهنگ اقتصادی,1,48.673576
گیلان,معیشت و فرهنگ اقتصادی,قدرت خرید و معیشت,1,8.6127634
گیلان,معیشت و فرهنگ اقتصادی,برخورداری اقتصادی,1,26.147205
گیلان,رفاه و عدالت اجتماعی,انرژی و خدمات عمومی,2,8.0724716
گیلان,رفاه و عدالت اجتماعی,حمایت اجتماعی,2,30.844221
گیلان,رفاه و عدالت اجتماعی,زیرساخت آموزشی,2,5.582345
گیلان,رفاه و عدالت اجتماعی,سلامت و بهداشت,2,14.376369
گیلان,رفاه و عدالت اجتماعی,مسکن و سرپناه,2,6.7243719
گیلان,مسائل اجتماعی,جرم و ناامنی,5,18.60581
گیلان,مسائل اجتماعی,سلامت اجتماعی,5,17.988632
گیلان,مسائل اجتماعی,سبک زندگی و مصرف,5,24.239037
گیلان,مسائل اجتماعی,باورها و رفتارهای فرهنگی,5,16.532492
گیلان,مسائل اجتماعی,روابط و امنیت اجتماعی,5,11.225592
یزد,معنویت و ارزش‌های دینی,باور دینی,3,6.6201854
یزد,معنویت و ارزش‌های دینی,عمل دینی,3,61.02129
یزد,معنویت و ارزش‌های دینی,هویت و پیوند دینی,3,22.577065
یزد,معنویت و ارزش‌های دینی,مشارکت مذهبی,3,23.581867
یزد,معنویت و ارزش‌های دینی,سبک زندگی دینی,3,22.517199
یزد,زندگی خانوادگی,تشکیل خانواده,9,33.632893
یزد,زندگی خانوادگی,فرزندآوری,9,49.229317
یزد,زندگی خانوادگی,روابط خانوادگی,9,35.3241
یزد,زندگی خانوادگی,پایداری خانواده,9,56.599415
یزد,مصرف فرهنگی و رسانه‌ای,سینما و تلویزیون,3,11.634401
یزد,مصرف فرهنگی و رسانه‌ای,کتاب و مطبوعات,3,20.0973
یزد,مصرف فرهنگی و رسانه‌ای,موسیقی و هنرهای تجسمی,3,3.7119029
یزد,مصرف فرهنگی و رسانه‌ای,مد و فراغت,3,4.6135278
یزد,همبستگی و سرمایه اجتماعی,اعتماد و روابط اجتماعی,3,16.826038
یزد,همبستگی و سرمایه اجتماعی,هنجارها و سلامت نهادی,3,6.9728432
یزد,همبستگی و سرمایه اجتماعی,مشارکت و کنش جمعی,3,22.986332
یزد,همبستگی و سرمایه اجتماعی,تعلق ملی,3,5.1727767
یزد,دانش و سرمایه انسانی,عدالت آموزشی,2,15.447248
یزد,دانش و سرمایه انسانی,فراگیری آموزش,2,16.315845
یزد,دانش و سرمایه انسانی,کیفیت آموزشی,2,7.0697708
یزد,معیشت و فرهنگ اقتصادی,الگوی مصرف,3,2.1974893
یزد,معیشت و فرهنگ اقتصادی,بازار کار و اشتغال,3,1.9791197
یزد,معیشت و فرهنگ اقتصادی,فرهنگ اقتصادی,3,53.484882
یزد,معیشت و فرهنگ اقتصادی,قدرت خرید و معیشت,3,64.134407
یزد,معیشت و فرهنگ اقتصادی,برخورداری اقتصادی,3,35.355843
یزد,رفاه و عدالت اجتماعی,انرژی و خدمات عمومی,1,1.7165724
یزد,رفاه و عدالت اجتماعی,حمایت اجتماعی,1,18.421198
یزد,رفاه و عدالت اجتماعی,زیرساخت آموزشی,1,45.640987
یزد,رفاه و عدالت اجتماعی,سلامت و بهداشت,1,43.631599
یزد,رفاه و عدالت اجتماعی,مسکن و سرپناه,1,17.101639
یزد,مسائل اجتماعی,جرم و ناامنی,10,38.446411
یزد,مسائل اجتماعی,سلامت اجتماعی,10,12.270324
یزد,مسائل اجتماعی,سبک زندگی و مصرف,10,41.097603
یزد,مسائل اجتماعی,باورها و رفتارهای فرهنگی,10,50.706398
یزد,مسائل اجتماعی,روابط و امنیت اجتماعی,10,34.144634
